emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,target,loan_to_income,credit_history_years,annual_income_missing
1.0,MORTGAGE,50000.0,Verified,17.38,,,,0,999.0,2005,2,24,11,49557,25633,0,1,,0,619,2,9,6.0,11,0.0,0,3,17700,18,9,3,1,100.0,0,1,other,individual,6500,36,12.62,217.83,C,C1,Jan-2018,Fully Paid,whole,Cash,0,0.13,13,0
2.0,RENT,122000.0,Source Verified,2.2,,,,1,1.0,1994,4,31,5,25200,9039,0,0,,0,0,1,5,1.0,5,0.0,0,1,3000,15,3,2,4,100.0,0,0,home_improvement,individual,35000,60,17.09,871.54,D,D1,Feb-2018,Fully Paid,whole,Cash,0,0.28688524590163933,24,0
10.0,MORTGAGE,105000.0,Not Verified,14.46,,,,0,999.0,2001,1,21,10,313825,37401,0,0,,0,0,5,5,7.0,10,0.0,0,1,9800,5,3,1,2,100.0,0,0,debt_consolidation,individual,22000,36,6.71,676.39,A,A3,Mar-2018,Fully Paid,whole,Cash,0,0.20952380952380953,17,0
10.0,OWN,100000.0,Not Verified,4.94,,,,0,999.0,1991,0,26,16,73579,17273,0,0,,0,50,0,5,15.0,16,0.0,0,1,16700,20,15,3,0,100.0,0,0,home_improvement,individual,12000,36,7.34,372.4,A,A4,Mar-2018,Fully Paid,whole,Cash,0,0.12,27,0
8.0,MORTGAGE,65000.0,Verified,35.73,350000.0,Source Verified,14.26,0,999.0,2006,8,24,7,461107,146324,0,1,,0,0,2,3,0.0,7,0.0,0,1,7300,8,4,2,6,100.0,0,1,small_business,joint,7500,36,9.43,240.01,B,B1,Mar-2018,Fully Paid,fractional,Cash,0,0.11538461538461539,12,0
10.0,MORTGAGE,48000.0,Source Verified,23.3,,,,0,999.0,1999,1,23,18,47330,20234,0,1,,0,0,2,8,5.0,18,0.0,0,5,19800,21,16,11,0,100.0,0,1,debt_consolidation,individual,24000,60,17.09,597.63,D,D1,Jan-2018,Fully Paid,whole,Cash,0,0.5,19,0
0.0,RENT,23000.0,Source Verified,23.38,61000.0,Source Verified,16.45,0,999.0,2005,1,17,10,18200,9708,0,1,,0,2947,0,4,11.0,10,0.0,0,3,8700,15,10,5,0,100.0,0,1,debt_consolidation,joint,3000,36,25.82,120.59,E,E4,Jan-2018,Fully Paid,whole,Cash,0,0.13043478260869565,13,0
1.0,RENT,125000.0,Source Verified,4.09,,,,2,19.0,2001,4,35,8,48370,19958,0,0,,0,0,1,5,1.0,8,0.0,0,4,32200,13,7,4,7,91.4,0,0,debt_consolidation,individual,30000,36,14.08,1026.5,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.24,17,0
,MORTGAGE,0.0,Not Verified,16.16,84500.0,Not Verified,30.32,1,16.0,2001,1,27,11,197250,53603,0,0,53.0,0,0,3,2,8.0,11,0.0,0,3,15500,12,7,7,2,88.9,0,0,medical,joint,4500,36,18.45,163.71,D,D2,Mar-2018,Fully Paid,whole,Cash,0,inf,17,0
10.0,MORTGAGE,29000.0,Verified,16.89,,,,1,18.0,2012,2,20,13,124936,8720,0,0,36.0,0,0,1,13,4.0,13,0.0,0,3,4600,14,10,8,2,85.0,0,0,debt_consolidation,individual,5500,36,17.09,196.34,D,D1,Feb-2018,Fully Paid,fractional,Cash,0,0.1896551724137931,6,0
7.0,OWN,56000.0,Source Verified,6.73,,,,2,16.0,2006,2,13,6,145326,4588,0,0,71.0,0,0,1,3,5.0,6,0.0,0,1,2400,6,4,2,5,76.9,0,0,debt_consolidation,individual,15000,60,24.85,438.96,E,E3,Mar-2018,Fully Paid,whole,Cash,0,0.26785714285714285,12,0
4.0,MORTGAGE,83000.0,Verified,22.66,,,,0,999.0,2005,2,26,13,185632,84373,0,0,,0,0,3,2,0.0,13,0.0,0,5,78700,17,9,6,2,100.0,0,0,credit_card,individual,12000,60,14.08,279.72,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.14457831325301204,13,0
7.0,RENT,30000.0,Not Verified,34.72,80000.0,Not Verified,20.95,0,999.0,2008,1,12,7,55131,40697,0,0,,0,0,2,3,9.0,7,0.0,0,2,7900,8,5,4,0,100.0,0,0,debt_consolidation,joint,10000,60,19.03,259.58,D,D3,Jan-2018,Charged Off,whole,Cash,1,0.3333333333333333,10,0
10.0,MORTGAGE,45000.0,Verified,64.51,215000.0,Verified,23.97,2,7.0,1990,2,43,13,341677,284722,0,0,,0,0,3,5,2.0,13,0.0,0,0,13500,25,9,3,3,88.4,0,0,other,joint,12050,36,13.59,409.45,C,C2,Feb-2018,Fully Paid,fractional,Cash,0,0.2677777777777778,28,0
3.0,MORTGAGE,84000.0,Source Verified,0.43,,,,0,999.0,2002,1,16,7,155901,273,0,0,,0,0,0,0,11.0,7,0.0,0,1,18500,12,6,1,2,100.0,0,0,medical,individual,15000,60,9.44,314.59,B,B1,Feb-2018,Fully Paid,whole,Cash,0,0.17857142857142858,16,0
10.0,MORTGAGE,72000.0,Not Verified,25.38,,,,1,20.0,1985,2,23,13,66281,41644,0,0,,0,0,5,3,4.0,13,0.0,0,3,7600,12,8,6,1,95.7,0,0,debt_consolidation,individual,2000,36,19.03,73.35,D,D3,Jan-2018,Fully Paid,whole,Cash,0,0.027777777777777776,33,0
2.0,RENT,54000.0,Not Verified,14.51,,,,0,999.0,1998,3,15,12,25372,13840,0,1,53.0,0,1270,3,8,0.0,12,,0,7,7375,10,9,9,0,93.0,0,1,debt_consolidation,individual,8675,36,15.05,300.94,C,C4,Feb-2018,Fully Paid,fractional,Cash,0,0.16064814814814815,20,0
10.0,RENT,64000.0,Verified,6.58,,,,0,82.0,2005,2,43,21,92333,25953,0,0,82.0,0,866,9,6,9.0,21,0.0,0,4,56700,19,11,4,0,95.1,0,0,moving,individual,30000,60,9.43,629.04,B,B1,Mar-2018,Fully Paid,whole,Cash,0,0.46875,13,0
1.0,RENT,50000.0,Source Verified,8.45,,,,0,999.0,2012,1,11,11,23600,13018,0,0,,0,0,1,9,10.0,11,0.0,0,2,9800,10,10,5,0,100.0,0,0,other,individual,6400,36,14.08,218.99,C,C3,Feb-2018,Fully Paid,whole,Cash,0,0.128,6,0
10.0,MORTGAGE,132000.0,Verified,7.5,,,,0,999.0,1997,3,22,4,56436,27485,0,0,,0,0,1,4,1.0,4,0.0,0,2,24600,11,2,2,6,100.0,0,0,moving,individual,5000,36,7.97,156.62,A,A5,Jan-2018,Fully Paid,whole,Cash,0,0.03787878787878788,21,0
10.0,MORTGAGE,148650.0,Verified,0.53,,,,0,999.0,1991,5,28,15,789400,4078,0,0,,0,0,0,5,1.0,15,0.0,0,2,101400,16,13,2,7,100.0,0,0,debt_consolidation,individual,40000,60,7.35,798.67,A,A4,Feb-2018,Fully Paid,whole,Cash,0,0.2690884628321561,27,0
10.0,RENT,130000.0,Not Verified,8.45,,,,0,999.0,2007,5,26,15,54100,23537,0,0,,0,0,2,9,4.0,15,0.0,0,3,16100,13,12,5,0,100.0,0,0,house,individual,18000,60,20.0,476.89,D,D4,Feb-2018,Fully Paid,whole,Cash,0,0.13846153846153847,11,0
10.0,OWN,115000.0,Not Verified,21.26,,,,0,70.0,2005,2,33,15,479629,111862,0,0,,0,75,5,7,3.0,15,0.0,0,3,22900,20,9,5,1,97.0,0,0,debt_consolidation,individual,14000,60,16.01,340.53,C,C5,Mar-2018,Fully Paid,whole,Cash,0,0.12173913043478261,13,0
3.0,MORTGAGE,45000.0,Verified,8.83,,,,0,37.0,2003,5,28,15,162000,11879,1,0,,0,1317,0,6,4.0,15,0.0,0,3,24600,21,14,4,3,100.0,0,0,debt_consolidation,individual,16000,60,15.05,381.06,C,C4,Jan-2018,Fully Paid,whole,Cash,0,0.35555555555555557,15,0
10.0,MORTGAGE,60000.0,Not Verified,13.91,,,,0,999.0,2006,1,14,8,255304,31461,0,0,,0,0,2,2,2.0,8,0.0,0,2,30500,7,5,3,2,100.0,0,0,debt_consolidation,individual,12600,36,5.32,379.45,A,A1,Jan-2018,Fully Paid,whole,Cash,0,0.21,12,0
10.0,OWN,120000.0,Not Verified,17.23,,,,0,999.0,1999,0,28,10,162525,39201,0,0,,0,0,2,4,17.0,10,0.0,0,2,70000,18,8,2,2,100.0,0,0,home_improvement,individual,10000,36,5.32,301.15,A,A1,Jan-2018,Fully Paid,whole,Cash,0,0.08333333333333333,19,0
4.0,MORTGAGE,60000.0,Source Verified,30.6,,,,0,36.0,2006,3,22,15,205134,35136,1,0,43.0,0,191,3,9,5.0,15,0.0,0,4,7300,15,11,6,2,77.3,0,0,credit_card,individual,16000,36,16.02,562.68,C,C5,Feb-2018,Fully Paid,whole,Cash,0,0.26666666666666666,12,0
3.0,RENT,75000.0,Not Verified,5.04,,,,0,999.0,1997,1,15,10,95500,6084,0,0,,0,0,1,2,4.0,10,0.0,0,3,85200,12,9,4,0,100.0,0,0,car,individual,3500,36,5.31,105.39,A,A1,Mar-2018,Fully Paid,whole,Cash,0,0.04666666666666667,21,0
10.0,MORTGAGE,280000.0,Source Verified,0.06,,,,0,999.0,2005,1,25,4,316981,13,0,1,,0,0,0,3,3.0,4,0.0,0,1,3400,6,3,1,6,100.0,0,1,home_improvement,individual,40000,36,10.91,1307.85,B,B4,Feb-2018,Fully Paid,whole,Cash,0,0.14285714285714285,13,0
,MORTGAGE,32000.0,Verified,10.92,,,,0,999.0,1965,7,32,14,219900,12653,0,0,,0,0,0,5,0.0,14,0.0,0,3,19400,23,13,4,8,100.0,0,0,debt_consolidation,individual,12000,36,11.99,398.52,B,B5,Feb-2018,Fully Paid,whole,Cash,0,0.375,53,0
10.0,MORTGAGE,100000.0,Not Verified,31.48,200000.0,Not Verified,18.43,0,999.0,1997,1,21,16,392251,96255,0,0,,0,0,9,6,6.0,16,0.0,0,3,14500,10,6,6,1,100.0,0,0,debt_consolidation,joint,35000,36,24.85,1388.82,E,E3,Jan-2018,Fully Paid,fractional,Cash,0,0.35,21,0
4.0,RENT,40000.0,Source Verified,8.79,,,,0,999.0,2000,5,12,11,25700,8425,0,0,,0,7623,0,5,8.0,11,0.0,0,2,11600,12,11,6,0,100.0,0,0,other,individual,6000,36,11.99,199.26,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.15,18,0
10.0,MORTGAGE,175000.0,Source Verified,10.79,,,,0,82.0,1995,1,24,12,602937,94690,0,0,,0,185,2,7,7.0,12,0.0,0,3,61700,13,9,3,2,95.7,0,0,credit_card,individual,35000,60,9.93,742.45,B,B2,Jan-2018,Fully Paid,whole,Cash,0,0.2,23,0
10.0,RENT,69000.0,Not Verified,27.43,,,,0,78.0,1994,2,9,6,77525,49053,0,0,78.0,0,0,3,2,1.0,6,0.0,0,2,30500,5,3,2,0,88.9,0,0,debt_consolidation,individual,11000,36,12.62,368.63,C,C1,Jan-2018,Fully Paid,whole,Cash,0,0.15942028985507245,24,0
4.0,MORTGAGE,102000.0,Source Verified,21.59,,,,0,999.0,2010,5,19,15,394039,102500,0,1,,0,0,2,8,0.0,15,0.0,0,3,26600,13,12,7,1,100.0,0,1,other,individual,10000,36,16.02,351.67,C,C5,Feb-2018,Fully Paid,fractional,Cash,0,0.09803921568627451,8,0
10.0,MORTGAGE,150000.0,Verified,35.0,,,,0,37.0,1997,0,51,29,381206,183352,0,0,,0,0,4,3,,29,0.0,0,12,124100,34,24,13,5,98.0,0,0,debt_consolidation,individual,35000,36,16.01,1230.67,C,C5,Mar-2018,Fully Paid,fractional,Cash,0,0.23333333333333334,21,0
5.0,MORTGAGE,40000.0,Source Verified,11.55,,,,0,999.0,2000,7,11,9,22124,13802,0,0,,0,0,1,9,0.0,9,0.0,0,2,6100,10,8,3,0,100.0,0,0,credit_card,individual,8000,36,13.59,271.84,C,C2,Jan-2018,Fully Paid,whole,Cash,0,0.2,18,0
6.0,MORTGAGE,55000.0,Verified,17.96,,,,0,999.0,2013,3,13,8,129883,44120,0,0,,0,0,1,6,4.0,8,0.0,0,5,19700,6,6,5,1,100.0,0,0,debt_consolidation,individual,10000,36,10.9,326.92,B,B4,Feb-2018,Fully Paid,whole,Cash,0,0.18181818181818182,5,0
0.0,RENT,25000.0,Not Verified,16.23,,,,0,31.0,2004,3,22,7,20800,9963,0,0,,0,0,1,1,8.0,7,0.0,0,1,9900,10,6,1,0,90.0,0,0,credit_card,individual,4000,36,14.08,136.87,C,C3,Jan-2018,Fully Paid,whole,Cash,0,0.16,14,0
10.0,MORTGAGE,48000.0,Source Verified,28.38,,,,0,26.0,2003,2,47,23,165555,61469,0,0,,0,0,6,3,4.0,23,0.0,0,4,29300,29,16,6,2,100.0,0,0,debt_consolidation,individual,16000,36,6.07,487.26,A,A2,Mar-2018,Fully Paid,fractional,DirectPay,0,0.3333333333333333,15,0
10.0,MORTGAGE,72000.0,Not Verified,28.04,,,,0,43.0,1997,1,34,15,275294,48069,0,0,,0,0,3,5,11.0,15,0.0,0,3,60700,23,11,5,3,97.1,0,0,debt_consolidation,individual,8300,36,10.41,269.42,B,B3,Mar-2018,Fully Paid,whole,Cash,0,0.11527777777777778,21,0
7.0,MORTGAGE,25000.0,Verified,21.36,,,,0,999.0,2000,6,26,3,24698,17465,0,0,,0,0,2,3,3.0,3,0.0,0,0,0,12,1,0,1,100.0,0,0,other,individual,12000,60,16.02,291.95,C,C5,Jan-2018,Fully Paid,whole,Cash,0,0.48,18,0
5.0,RENT,120000.0,Source Verified,8.05,,,,2,16.0,2008,5,26,7,68200,30329,0,0,24.0,0,0,1,1,2.0,7,0.0,0,2,22700,11,6,2,0,87.5,0,0,debt_consolidation,individual,16000,60,18.06,406.82,D,D2,Feb-2018,Fully Paid,whole,Cash,0,0.13333333333333333,10,0
10.0,MORTGAGE,83500.0,Source Verified,30.06,,,,0,999.0,1986,4,39,17,509582,96556,0,0,,0,0,3,10,3.0,17,0.0,0,4,72600,24,11,6,5,100.0,0,0,debt_consolidation,individual,11200,60,7.97,226.94,A,A5,Feb-2018,Fully Paid,whole,DirectPay,0,0.1341317365269461,32,0
3.0,MORTGAGE,55000.0,Not Verified,18.31,,,,0,30.0,1977,3,22,10,81878,30342,0,0,,0,174,1,8,3.0,10,0.0,0,4,49800,15,9,5,0,95.5,0,0,credit_card,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Fully Paid,whole,Cash,0,0.18181818181818182,41,0
2.0,MORTGAGE,98700.0,Source Verified,12.04,,,,0,40.0,2007,1,16,11,253203,18901,0,0,40.0,0,0,3,7,11.0,11,0.0,0,4,6600,7,6,5,3,87.5,0,0,home_improvement,individual,40000,36,10.91,1307.85,B,B4,Feb-2018,Fully Paid,whole,Cash,0,0.40526849037487334,11,0
10.0,OWN,43200.0,Not Verified,14.0,,,,1,19.0,1989,0,8,5,18871,9935,0,0,,0,0,2,4,22.0,5,0.0,0,1,4500,5,3,1,0,87.5,0,0,debt_consolidation,individual,5000,36,11.99,166.05,B,B5,Jan-2018,Fully Paid,whole,Cash,0,0.11574074074074074,29,0
10.0,OWN,52000.0,Source Verified,2.35,146000.0,Not Verified,10.87,0,999.0,1999,1,25,11,421597,3465,0,0,,0,0,0,5,3.0,11,0.0,0,2,26700,16,10,2,2,100.0,0,0,home_improvement,joint,20000,60,9.44,419.46,B,B1,Feb-2018,Fully Paid,whole,Cash,0,0.38461538461538464,19,0
2.0,OWN,16000.0,Not Verified,8.33,32000.0,Not Verified,5.77,0,999.0,1996,2,11,10,48465,51447,0,0,,0,0,7,4,1.0,10,0.0,0,3,4200,4,3,3,0,100.0,0,0,other,joint,1750,36,20.0,65.04,D,D4,Jan-2018,Fully Paid,whole,Cash,0,0.109375,22,0
6.0,MORTGAGE,30000.0,Verified,34.8,,,,0,999.0,2008,3,23,14,138727,19084,0,0,,0,120,4,5,1.0,14,0.0,0,1,18500,11,9,1,1,100.0,0,0,debt_consolidation,individual,13825,60,16.01,336.28,C,C5,Mar-2018,Fully Paid,whole,Cash,0,0.4608333333333333,10,0
0.0,MORTGAGE,40000.0,Source Verified,19.26,,,,0,999.0,2002,2,22,16,135310,66398,0,0,,0,0,11,5,7.0,16,0.0,0,2,12700,6,4,3,3,100.0,0,0,credit_card,individual,3500,36,7.35,108.64,A,A4,Jan-2018,Fully Paid,whole,Cash,0,0.0875,16,0
10.0,RENT,122000.0,Source Verified,14.69,,,,0,27.0,1994,6,26,21,463448,38149,0,3,27.0,0,61,1,15,0.0,21,0.0,0,8,38300,20,17,10,1,73.1,3,0,home_improvement,individual,20000,60,19.03,519.15,D,D3,Jan-2018,Fully Paid,whole,Cash,0,0.16393442622950818,24,0
6.0,MORTGAGE,108000.0,Not Verified,24.34,,,,0,39.0,2008,7,28,17,399377,98220,0,0,56.0,0,140,6,12,5.0,17,0.0,0,4,19200,13,10,7,2,82.1,0,0,debt_consolidation,individual,18000,36,19.03,660.09,D,D3,Jan-2018,Fully Paid,fractional,Cash,0,0.16666666666666666,10,0
4.0,OWN,175000.0,Source Verified,11.59,,,,0,999.0,2000,0,23,7,149274,102445,0,0,,0,0,2,0,,7,0.0,0,3,28400,7,5,5,3,100.0,0,0,debt_consolidation,individual,32000,36,6.08,974.67,A,A2,Feb-2018,Fully Paid,whole,Cash,0,0.18285714285714286,18,0
10.0,MORTGAGE,110000.0,Verified,12.91,,,,0,58.0,1999,1,17,6,177530,4537,0,0,60.0,0,309,1,5,9.0,6,0.0,0,1,10800,8,4,1,7,87.5,0,0,house,individual,35000,60,21.45,955.75,D,D5,Feb-2018,Fully Paid,whole,Cash,0,0.3181818181818182,19,0
1.0,MORTGAGE,40000.0,Not Verified,25.89,,,,0,34.0,2001,2,16,12,115209,15723,0,0,,0,0,2,5,7.0,12,0.0,0,6,10800,13,9,9,1,87.5,0,0,debt_consolidation,individual,15000,36,14.08,513.25,C,C3,Feb-2018,Fully Paid,fractional,Cash,0,0.375,17,0
5.0,OWN,185000.0,Source Verified,11.85,,,,0,999.0,2000,3,37,21,989063,124430,0,0,,0,585,2,7,2.0,21,0.0,0,9,141500,22,17,9,8,100.0,0,0,home_improvement,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Fully Paid,whole,Cash,0,0.21621621621621623,18,0
10.0,MORTGAGE,114000.0,Source Verified,20.77,,,,2,10.0,2002,2,27,17,456450,88495,0,0,,0,0,1,4,2.0,17,0.0,0,9,57600,20,15,11,3,92.6,0,0,debt_consolidation,individual,35000,60,15.05,833.57,C,C4,Jan-2018,Fully Paid,whole,DirectPay,0,0.30701754385964913,16,0
10.0,RENT,40000.0,Not Verified,17.04,,,,0,999.0,2001,1,10,4,30574,23648,0,0,,0,0,1,2,1.0,4,0.0,0,1,9000,6,3,1,0,100.0,0,0,credit_card,individual,8800,36,10.42,285.69,B,B3,Jan-2018,Fully Paid,whole,Cash,0,0.22,17,0
10.0,OWN,85000.0,Source Verified,14.42,,,,0,999.0,1994,8,37,29,86575,39642,0,0,,0,0,1,16,1.0,29,0.0,0,11,33800,34,28,14,0,100.0,0,0,debt_consolidation,individual,20400,60,21.45,557.07,D,D5,Jan-2018,Fully Paid,whole,Cash,0,0.24,24,0
1.0,OWN,58800.0,Source Verified,24.03,,,,1,12.0,2006,2,25,7,175364,40905,0,0,24.0,0,0,1,4,4.0,7,0.0,0,2,20500,11,5,5,1,87.5,0,0,debt_consolidation,individual,16000,36,14.07,547.39,C,C3,Mar-2018,Fully Paid,whole,Cash,0,0.272108843537415,12,0
5.0,MORTGAGE,65000.0,Not Verified,11.27,,,,0,34.0,1989,1,35,20,256974,15778,0,0,,0,0,2,4,10.0,20,0.0,0,6,44800,26,17,7,1,91.2,0,0,debt_consolidation,individual,10000,36,6.71,307.45,A,A3,Mar-2018,Fully Paid,whole,Cash,0,0.15384615384615385,29,0
6.0,MORTGAGE,76760.0,Source Verified,7.7,,,,0,999.0,1996,0,19,7,307017,10174,0,1,,0,0,1,2,14.0,7,0.0,0,2,7500,16,5,5,1,100.0,0,1,other,individual,5000,36,9.44,160.03,B,B1,Jan-2018,Fully Paid,whole,Cash,0,0.06513809275664409,22,0
4.0,RENT,33000.0,Verified,25.45,,,,0,38.0,2006,5,53,29,65378,26020,0,1,,0,0,6,9,2.0,29,0.0,0,2,15600,32,23,3,0,98.1,0,1,debt_consolidation,individual,13200,60,19.03,342.64,D,D3,Feb-2018,Fully Paid,whole,Cash,0,0.4,12,0
6.0,OWN,30000.0,Source Verified,34.05,,,,0,79.0,2008,2,26,14,43845,28211,0,0,79.0,0,0,8,5,11.0,14,0.0,0,3,9800,11,6,5,0,96.2,0,0,credit_card,individual,9000,36,13.59,305.81,C,C2,Feb-2018,Fully Paid,fractional,Cash,0,0.3,10,0
3.0,RENT,30000.0,Source Verified,15.36,96000.0,Source Verified,23.82,0,999.0,2011,3,6,6,30805,12687,0,0,,0,127,1,4,12.0,6,0.0,0,1,14500,5,5,2,0,100.0,0,0,credit_card,joint,16800,36,20.39,627.7,D,D4,Mar-2018,Fully Paid,whole,Cash,0,0.56,7,0
10.0,MORTGAGE,58000.0,Source Verified,12.44,,,,0,999.0,2007,2,26,15,37100,15382,0,0,,0,0,1,13,4.0,15,0.0,0,5,17300,17,14,10,0,100.0,0,0,debt_consolidation,individual,10200,36,15.04,353.79,C,C4,Mar-2018,Fully Paid,fractional,Cash,0,0.17586206896551723,11,0
10.0,RENT,120000.0,Not Verified,12.57,,,,0,999.0,1991,1,26,12,81266,38881,0,0,,0,0,2,4,7.0,12,0.0,0,6,35300,22,10,7,0,100.0,0,0,debt_consolidation,individual,22225,36,9.43,711.21,B,B1,Mar-2018,Fully Paid,fractional,Cash,0,0.18520833333333334,27,0
5.0,OWN,275000.0,Verified,14.2,,,,0,999.0,1987,3,12,10,1088276,232693,0,0,,0,0,3,2,2.0,10,0.0,0,1,30000,6,5,4,1,100.0,0,0,debt_consolidation,individual,30000,60,9.44,629.18,B,B1,Jan-2018,Fully Paid,whole,Cash,0,0.10909090909090909,31,0
10.0,MORTGAGE,85000.0,Not Verified,14.82,,,,0,28.0,2001,0,43,13,304615,51172,0,0,,0,0,1,5,13.0,13,0.0,0,2,10500,23,11,6,1,95.3,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Fully Paid,whole,Cash,0,0.11764705882352941,17,0
10.0,MORTGAGE,70000.0,Not Verified,11.18,,,,1,10.0,1995,3,30,10,196499,29963,0,0,,0,0,2,3,7.0,10,0.0,0,0,0,15,7,0,5,96.6,0,0,home_improvement,individual,20000,60,9.92,424.16,B,B2,Mar-2018,Fully Paid,whole,Cash,0,0.2857142857142857,23,0
9.0,MORTGAGE,114416.0,Source Verified,3.3,,,,0,999.0,2004,2,13,7,605065,13185,0,0,,0,0,0,4,3.0,7,0.0,0,3,80800,7,5,3,3,100.0,0,0,debt_consolidation,individual,16000,36,5.32,481.84,A,A1,Jan-2018,Fully Paid,whole,Cash,0,0.13984058173682,14,0
10.0,MORTGAGE,39000.0,Verified,8.74,,,,0,999.0,2004,3,26,6,246974,8401,0,1,,0,0,1,4,1.0,6,0.0,0,1,8800,17,4,1,1,100.0,0,1,major_purchase,individual,2500,36,10.42,81.17,B,B3,Jan-2018,Fully Paid,whole,Cash,0,0.0641025641025641,14,0
0.0,MORTGAGE,80000.0,Not Verified,16.94,,,,0,24.0,2005,1,20,9,197299,56363,0,0,,0,0,2,4,2.0,9,0.0,0,4,11900,9,6,6,1,85.0,0,0,debt_consolidation,individual,4500,36,9.44,144.03,B,B1,Jan-2018,Fully Paid,whole,Cash,0,0.05625,13,0
9.0,MORTGAGE,48391.0,Verified,22.69,,,,0,999.0,2006,1,25,13,290649,54576,0,0,,0,0,1,4,3.0,13,0.0,0,7,61300,18,11,8,2,100.0,0,0,small_business,individual,5000,36,15.05,173.45,C,C4,Jan-2018,Fully Paid,whole,Cash,0,0.10332499845012502,12,0
1.0,RENT,58800.0,Verified,14.43,68800.0,Not Verified,14.98,0,999.0,2008,0,20,7,133176,28613,0,0,,0,0,3,4,,7,0.0,0,2,5400,7,3,2,3,100.0,0,0,other,joint,1000,36,13.59,33.98,C,C2,Feb-2018,Fully Paid,whole,Cash,0,0.017006802721088437,10,0
10.0,MORTGAGE,97500.0,Not Verified,25.81,203000.0,Not Verified,18.02,0,68.0,2009,2,18,11,426332,64048,0,1,,0,0,3,7,5.0,11,0.0,0,2,21300,12,7,4,1,94.4,0,1,debt_consolidation,joint,35000,60,15.05,833.57,C,C4,Feb-2018,Fully Paid,whole,Cash,0,0.358974358974359,9,0
10.0,RENT,95000.0,Not Verified,21.96,,,,0,999.0,2001,1,35,16,100805,83640,0,1,,0,0,3,8,6.0,16,0.0,0,5,7800,21,13,12,2,100.0,0,1,debt_consolidation,individual,6000,36,10.42,194.79,B,B3,Feb-2018,Fully Paid,fractional,Cash,0,0.06315789473684211,17,0
10.0,OWN,38000.0,Verified,23.37,,,,0,50.0,1997,3,20,9,87429,56179,1,0,50.0,0,230,2,11,7.0,9,0.0,0,2,26800,13,7,3,0,100.0,0,0,other,individual,3000,36,16.02,105.51,C,C5,Jan-2018,Fully Paid,fractional,Cash,0,0.07894736842105263,21,0
,RENT,60000.0,Verified,20.7,,,,1,66.0,2004,2,15,5,54134,50160,0,0,24.0,0,0,1,3,5.0,4,,0,3,10000,7,3,3,2,73.0,0,0,credit_card,individual,15000,60,12.61,338.31,C,C1,Mar-2018,Fully Paid,whole,Cash,0,0.25,14,0
6.0,RENT,110000.0,Source Verified,8.25,,,,0,999.0,2010,5,4,4,31066,23527,0,0,,0,98,2,2,7.0,4,0.0,0,2,11000,2,2,2,0,100.0,0,0,debt_consolidation,individual,40000,60,16.02,973.15,C,C5,Feb-2018,Fully Paid,whole,Cash,0,0.36363636363636365,8,0
0.0,MORTGAGE,68700.0,Source Verified,46.83,138700.0,Source Verified,24.27,0,999.0,2001,6,32,15,401147,161518,0,0,,0,0,3,10,1.0,15,0.0,0,1,34200,14,11,2,3,100.0,0,0,debt_consolidation,joint,23550,36,7.97,737.65,A,A5,Feb-2018,Fully Paid,whole,Cash,0,0.34279475982532753,17,0
5.0,MORTGAGE,40000.0,Source Verified,37.8,65000.0,Source Verified,26.6,0,999.0,2007,4,20,11,298488,66656,0,0,,0,0,4,6,5.0,11,0.0,0,1,3500,8,6,4,4,100.0,0,0,debt_consolidation,joint,10000,60,30.65,327.54,F,F4,Jan-2018,Fully Paid,whole,Cash,0,0.25,11,0
,OWN,9600.0,Verified,3.38,26400.0,Verified,37.27,1,18.0,1987,0,10,5,11500,107,0,0,,0,0,0,0,,5,0.0,0,1,11500,10,5,1,0,70.0,0,0,debt_consolidation,joint,8425,36,22.9,325.7,E,E1,Mar-2018,Fully Paid,fractional,Cash,0,0.8776041666666666,31,0
3.0,MORTGAGE,75000.0,Not Verified,22.23,,,,0,999.0,2006,4,21,8,65636,44348,0,0,,0,0,2,2,2.0,8,0.0,0,5,27500,14,6,5,0,100.0,0,0,credit_card,individual,19000,36,16.02,668.18,C,C5,Jan-2018,Fully Paid,fractional,Cash,0,0.25333333333333335,12,0
